Column1,timestamp,系统负荷,日前联络线计划,新能源预测,发布时间,DATE,PERIOD
24174,2021/7/4 21:45,26320.9,-5949,4894.29,2021/7/2,2021/7/4,87
24176,2021/7/4 22:00,25923.8,-5378,4941.66,2021/7/2,2021/7/4,88
24178,2021/7/4 22:15,25555.1,-4807,4986.98,2021/7/2,2021/7/4,89
24180,2021/7/4 22:30,25384.9,-4601,5037.54,2021/7/2,2021/7/4,90
24182,2021/7/4 22:45,24931.1,-4397,5081.17,2021/7/2,2021/7/4,91
24184,2021/7/4 23:00,24675.9,-4397,5067.31,2021/7/2,2021/7/4,92
24186,2021/7/4 23:15,24477.3,-4397,5035.59,2021/7/2,2021/7/4,93
24188,2021/7/4 23:30,24193.7,-4397,4993.04,2021/7/2,2021/7/4,94
24190,2021/7/4 23:45,23966.8,-4397,4959.59,2021/7/2,2021/7/4,95
24193,2021/7/5 0:00,23611.3,-4682,5267.38,2021/7/3,2021/7/5,0
24196,2021/7/5 0:15,23563.8,-4913,5215.74,2021/7/3,2021/7/5,1
24199,2021/7/5 0:30,23335.1,-5144,5131.99,2021/7/3,2021/7/5,2
24202,2021/7/5 0:45,23310,-5374,5037.29,2021/7/3,2021/7/5,3
24205,2021/7/5 1:00,22985.9,-5374,4931.47,2021/7/3,2021/7/5,4
24208,2021/7/5 1:15,22818.2,-5374,4819.42,2021/7/3,2021/7/5,5
24211,2021/7/5 1:30,22584.7,-5374,4700.33,2021/7/3,2021/7/5,6
24214,2021/7/5 1:45,22582.7,-5374,4586.62,2021/7/3,2021/7/5,7
24217,2021/7/5 2:00,22611.5,-5374,4438.49,2021/7/3,2021/7/5,8
24220,2021/7/5 2:15,22349.9,-5374,4284.87,2021/7/3,2021/7/5,9
24223,2021/7/5 2:30,22433.7,-5374,4146.76,2021/7/3,2021/7/5,10
24226,2021/7/5 2:45,22287.3,-5374,3994.81,2021/7/3,2021/7/5,11
24229,2021/7/5 3:00,22253.1,-5374,3863.15,2021/7/3,2021/7/5,12
24232,2021/7/5 3:15,22310.2,-5374,3732.5,2021/7/3,2021/7/5,13
24235,2021/7/5 3:30,22228.2,-5374,3613.05,2021/7/3,2021/7/5,14
24238,2021/7/5 3:45,22180,-5374,3497.21,2021/7/3,2021/7/5,15
24241,2021/7/5 4:00,22007.2,-5374,3391.53,2021/7/3,2021/7/5,16
24244,2021/7/5 4:15,22160.1,-5374,3277.34,2021/7/3,2021/7/5,17
24247,2021/7/5 4:30,22223.5,-5374,3152.99,2021/7/3,2021/7/5,18
24250,2021/7/5 4:45,22073.3,-5614,3037.23,2021/7/3,2021/7/5,19
24253,2021/7/5 5:00,22313.6,-5540,2935.28,2021/7/3,2021/7/5,20
24256,2021/7/5 5:15,22688.1,-5781,2850.91,2021/7/3,2021/7/5,21
24259,2021/7/5 5:30,22921.6,-5781,2786.96,2021/7/3,2021/7/5,22
24262,2021/7/5 5:45,23121.2,-6052,2759.14,2021/7/3,2021/7/5,23
24265,2021/7/5 6:00,23496.1,-6323,2766.24,2021/7/3,2021/7/5,24
24268,2021/7/5 6:15,23791.5,-6595,2828.98,2021/7/3,2021/7/5,25
24271,2021/7/5 6:30,24070.2,-6595,2910.92,2021/7/3,2021/7/5,26
24274,2021/7/5 6:45,24151.2,-6595,3043.97,2021/7/3,2021/7/5,27
24277,2021/7/5 7:00,24068.5,-6823,3187.33,2021/7/3,2021/7/5,28
24280,2021/7/5 7:15,24060.2,-7053,3371.17,2021/7/3,2021/7/5,29
24283,2021/7/5 7:30,23782.4,-7281,3621.44,2021/7/3,2021/7/5,30
24286,2021/7/5 7:45,23640.6,-7514,3905.94,2021/7/3,2021/7/5,31
24289,2021/7/5 8:00,23567.2,-7936,4329.74,2021/7/3,2021/7/5,32
24292,2021/7/5 8:15,23680.6,-8265,4699.16,2021/7/3,2021/7/5,33
24295,2021/7/5 8:30,23680.6,-8593,5118.93,2021/7/3,2021/7/5,34
24298,2021/7/5 8:45,23879.2,-9070,5542.86,2021/7/3,2021/7/5,35
24301,2021/7/5 9:00,23964.3,-9070,5945.52,2021/7/3,2021/7/5,36
24304,2021/7/5 9:15,24153.4,-9070,6368.47,2021/7/3,2021/7/5,37
24307,2021/7/5 9:30,24361.9,-9070,6756.37,2021/7/3,2021/7/5,38
24310,2021/7/5 9:45,24559.8,-9070,7170.6,2021/7/3,2021/7/5,39
24313,2021/7/5 10:00,24799.8,-9070,7515.53,2021/7/3,2021/7/5,40
24316,2021/7/5 10:15,25004.5,-9070,7871.66,2021/7/3,2021/7/5,41
24319,2021/7/5 10:30,25215.6,-9070,8202.41,2021/7/3,2021/7/5,42
24322,2021/7/5 10:45,25393.4,-8762,8515.59,2021/7/3,2021/7/5,43
24325,2021/7/5 11:00,25476.8,-8491,8771.35,2021/7/3,2021/7/5,44
24328,2021/7/5 11:15,25494.3,-7905,9015.24,2021/7/3,2021/7/5,45
24331,2021/7/5 11:30,25494.1,-7626,9228.15,2021/7/3,2021/7/5,46
24334,2021/7/5 11:45,25419.1,-7386,9411.89,2021/7/3,2021/7/5,47
24337,2021/7/5 12:00,25273.3,-7386,9619.62,2021/7/3,2021/7/5,48
24340,2021/7/5 12:15,25147.3,-7386,9810.2,2021/7/3,2021/7/5,49
24343,2021/7/5 12:30,25037,-7386,10004.66,2021/7/3,2021/7/5,50
24346,2021/7/5 12:45,24888.3,-7694,10212.36,2021/7/3,2021/7/5,51
24349,2021/7/5 13:00,24711.3,-7688,10322.31,2021/7/3,2021/7/5,52
24352,2021/7/5 13:15,24543.8,-7996,10318.4,2021/7/3,2021/7/5,53
24355,2021/7/5 13:30,24449.2,-7996,10303.78,2021/7/3,2021/7/5,54
24358,2021/7/5 13:45,24418.1,-7996,10298.87,2021/7/3,2021/7/5,55
24361,2021/7/5 14:00,24418.1,-7996,10317.98,2021/7/3,2021/7/5,56
24364,2021/7/5 14:15,24418.1,-7996,10266.39,2021/7/3,2021/7/5,57
24367,2021/7/5 14:30,24559.9,-7996,10203.22,2021/7/3,2021/7/5,58
24370,2021/7/5 14:45,24701.7,-7996,10067.7,2021/7/3,2021/7/5,59
24373,2021/7/5 15:00,24843.5,-7996,9921.23,2021/7/3,2021/7/5,60
24376,2021/7/5 15:15,24985.3,-7996,9827.62,2021/7/3,2021/7/5,61
24379,2021/7/5 15:30,25212.3,-7996,9630.62,2021/7/3,2021/7/5,62
24382,2021/7/5 15:45,25439.2,-7996,9425.96,2021/7/3,2021/7/5,63
24385,2021/7/5 16:00,25637.7,-7996,9140.59,2021/7/3,2021/7/5,64
24388,2021/7/5 16:15,25845.6,-7996,8814.47,2021/7/3,2021/7/5,65
24391,2021/7/5 16:30,25959.1,-7996,8468.94,2021/7/3,2021/7/5,66
24394,2021/7/5 16:45,26129.3,-7996,8064.42,2021/7/3,2021/7/5,67
24397,2021/7/5 17:00,26327.8,-8136,7702.06,2021/7/3,2021/7/5,68
24400,2021/7/5 17:15,26583.1,-8265,7235.03,2021/7/3,2021/7/5,69
24403,2021/7/5 17:30,26753.3,-8393,6750.88,2021/7/3,2021/7/5,70
24406,2021/7/5 17:45,26895.1,-8431,6271.03,2021/7/3,2021/7/5,71
24409,2021/7/5 18:00,26980.2,-8431,5833.07,2021/7/3,2021/7/5,72
24412,2021/7/5 18:15,27093.6,-8431,5448.54,2021/7/3,2021/7/5,73
24415,2021/7/5 18:30,27150.3,-8431,5102.14,2021/7/3,2021/7/5,74
24418,2021/7/5 18:45,27178.7,-8431,4839.55,2021/7/3,2021/7/5,75
24421,2021/7/5 19:00,27235.4,-8431,4681.57,2021/7/3,2021/7/5,76
24424,2021/7/5 19:15,27263.8,-8431,4574.5,2021/7/3,2021/7/5,77
24427,2021/7/5 19:30,27405.6,-8431,4490.61,2021/7/3,2021/7/5,78
24430,2021/7/5 19:45,27434,-8431,4477.45,2021/7/3,2021/7/5,79
24433,2021/7/5 20:00,27519.1,-8431,4486.99,2021/7/3,2021/7/5,80
24436,2021/7/5 20:15,27575.8,-8431,4490.31,2021/7/3,2021/7/5,81
24439,2021/7/5 20:30,27434,-8431,4517.67,2021/7/3,2021/7/5,82
24442,2021/7/5 20:45,27207.1,-8431,4558.54,2021/7/3,2021/7/5,83
24445,2021/7/5 21:00,27008.5,-8204,4559.47,2021/7/3,2021/7/5,84
24448,2021/7/5 21:15,26810,-7976,4540.19,2021/7/3,2021/7/5,85
24451,2021/7/5 21:30,26441.3,-7747,4523.34,2021/7/3,2021/7/5,86
24454,2021/7/5 21:45,26100.9,-7107,4530.14,2021/7/3,2021/7/5,87
24457,2021/7/5 22:00,25703.8,-6467,4527.92,2021/7/3,2021/7/5,88
24460,2021/7/5 22:15,25335.1,-5832,4524.56,2021/7/3,2021/7/5,89
24463,2021/7/5 22:30,25164.9,-5602,4521.2,2021/7/3,2021/7/5,90
24466,2021/7/5 22:45,24711.1,-5374,4512.25,2021/7/3,2021/7/5,91
24469,2021/7/5 23:00,24455.9,-5374,4490.16,2021/7/3,2021/7/5,92
24472,2021/7/5 23:15,24257.3,-5374,4458.45,2021/7/3,2021/7/5,93
24475,2021/7/5 23:30,23973.7,-5374,4422.54,2021/7/3,2021/7/5,94
24478,2021/7/5 23:45,23746.8,-5374,4391.44,2021/7/3,2021/7/5,95
24481,2021/7/6 0:00,23987.1,-4682,4455.54,2021/7/4,2021/7/6,0
24484,2021/7/6 0:15,23957.6,-4913,4356.53,2021/7/4,2021/7/6,1
24487,2021/7/6 0:30,23749.1,-5144,4265.9,2021/7/4,2021/7/6,2
24490,2021/7/6 0:45,23694.3,-5374,4178.49,2021/7/4,2021/7/6,3
24493,2021/7/6 1:00,23398.3,-5374,4100.68,2021/7/4,2021/7/6,4
24496,2021/7/6 1:15,23209.2,-5374,4015.17,2021/7/4,2021/7/6,5
24499,2021/7/6 1:30,22990.3,-5374,3933.54,2021/7/4,2021/7/6,6
24502,2021/7/6 1:45,22986.3,-5374,3856.19,2021/7/4,2021/7/6,7
24505,2021/7/6 2:00,22996.6,-5374,3762.96,2021/7/4,2021/7/6,8
24508,2021/7/6 2:15,22769.9,-5374,3699.67,2021/7/4,2021/7/6,9
24511,2021/7/6 2:30,22817.1,-5374,3612.03,2021/7/4,2021/7/6,10
24514,2021/7/6 2:45,22695,-5374,3527.04,2021/7/4,2021/7/6,11
24517,2021/7/6 3:00,22654.6,-5374,3439.39,2021/7/4,2021/7/6,12
24520,2021/7/6 3:15,22704.7,-5374,3345.2,2021/7/4,2021/7/6,13
24523,2021/7/6 3:30,22634.7,-5374,3264.8,2021/7/4,2021/7/6,14
24526,2021/7/6 3:45,22570,-5374,3187.16,2021/7/4,2021/7/6,15
24529,2021/7/6 4:00,22418.8,-5374,3112.65,2021/7/4,2021/7/6,16
24532,2021/7/6 4:15,22556.7,-5374,3042.36,2021/7/4,2021/7/6,17
24535,2021/7/6 4:30,22614,-5374,2967.89,2021/7/4,2021/7/6,18
24538,2021/7/6 4:45,22485.6,-5614,2890.85,2021/7/4,2021/7/6,19
24541,2021/7/6 5:00,22709.8,-5540,2783.14,2021/7/4,2021/7/6,20
24544,2021/7/6 5:15,23087.1,-5781,2688.58,2021/7/4,2021/7/6,21
24547,2021/7/6 5:30,23318.6,-5781,2618.24,2021/7/4,2021/7/6,22
24550,2021/7/6 5:45,23527.9,-6052,2604.64,2021/7/4,2021/7/6,23
24553,2021/7/6 6:00,23890.6,-6323,2629.22,2021/7/4,2021/7/6,24
24556,2021/7/6 6:15,24195.6,-6595,2710.86,2021/7/4,2021/7/6,25
24559,2021/7/6 6:30,24467.5,-6595,2815.97,2021/7/4,2021/7/6,26
24562,2021/7/6 6:45,24548.6,-6595,2985.18,2021/7/4,2021/7/6,27
24565,2021/7/6 7:00,24479.3,-6823,3164.36,2021/7/4,2021/7/6,28
24568,2021/7/6 7:15,24416.7,-7053,3368.88,2021/7/4,2021/7/6,29
24571,2021/7/6 7:30,24190.3,-7281,3628.86,2021/7/4,2021/7/6,30
24574,2021/7/6 7:45,24045.2,-7514,3901.02,2021/7/4,2021/7/6,31
24577,2021/7/6 8:00,23970.1,-7936,4284.89,2021/7/4,2021/7/6,32
24580,2021/7/6 8:15,24064.7,-8265,4600.36,2021/7/4,2021/7/6,33
24583,2021/7/6 8:30,24101.9,-8593,4967.84,2021/7/4,2021/7/6,34
24586,2021/7/6 8:45,24257.8,-9070,5320.95,2021/7/4,2021/7/6,35
24589,2021/7/6 9:00,24380.7,-9070,5642.45,2021/7/4,2021/7/6,36
24592,2021/7/6 9:15,24554,-9070,5951.55,2021/7/4,2021/7/6,37
24595,2021/7/6 9:30,24759.6,-9070,6232.91,2021/7/4,2021/7/6,38
24598,2021/7/6 9:45,24962.4,-9070,6513.21,2021/7/4,2021/7/6,39
24601,2021/7/6 10:00,25197.6,-9070,6729.18,2021/7/4,2021/7/6,40
24604,2021/7/6 10:15,25405.8,-9070,6954.16,2021/7/4,2021/7/6,41
24607,2021/7/6 10:30,25615.7,-9070,7151.62,2021/7/4,2021/7/6,42
24610,2021/7/6 10:45,25792.4,-8762,7319.61,2021/7/4,2021/7/6,43
24613,2021/7/6 11:00,25876.8,-8491,7444.68,2021/7/4,2021/7/6,44
24616,2021/7/6 11:15,25895.3,-7905,7584.2,2021/7/4,2021/7/6,45
24619,2021/7/6 11:30,25893.4,-7626,7697,2021/7/4,2021/7/6,46
24622,2021/7/6 11:45,25818.6,-7386,7773.2,2021/7/4,2021/7/6,47
24625,2021/7/6 12:00,25673.7,-7386,7840.41,2021/7/4,2021/7/6,48
24628,2021/7/6 12:15,25548.3,-7386,7872.64,2021/7/4,2021/7/6,49
24631,2021/7/6 12:30,25436,-7386,7885.88,2021/7/4,2021/7/6,50
24634,2021/7/6 12:45,25288.2,-7694,7903.95,2021/7/4,2021/7/6,51
24637,2021/7/6 13:00,25111.1,-7688,7862.03,2021/7/4,2021/7/6,52
24640,2021/7/6 13:15,24944.7,-7996,7762.58,2021/7/4,2021/7/6,53
24643,2021/7/6 13:30,24848.5,-7996,7697.75,2021/7/4,2021/7/6,54
24646,2021/7/6 13:45,24817,-7996,7564.48,2021/7/4,2021/7/6,55
24649,2021/7/6 14:00,24817.2,-7996,7403.54,2021/7/4,2021/7/6,56
24652,2021/7/6 14:15,24826.4,-7996,7232.1,2021/7/4,2021/7/6,57
24655,2021/7/6 14:30,24948.4,-7996,7050.15,2021/7/4,2021/7/6,58
24658,2021/7/6 14:45,25092.4,-7996,6798.59,2021/7/4,2021/7/6,59
24661,2021/7/6 15:00,25232,-7996,6512.86,2021/7/4,2021/7/6,60
24664,2021/7/6 15:15,25393.8,-7996,6315.98,2021/7/4,2021/7/6,61
24667,2021/7/6 15:30,25620.2,-7996,6076.23,2021/7/4,2021/7/6,62
24670,2021/7/6 15:45,25829.6,-7996,5815.6,2021/7/4,2021/7/6,63
24673,2021/7/6 16:00,26034,-7996,5542.63,2021/7/4,2021/7/6,64
24676,2021/7/6 16:15,26244.4,-7996,5203.03,2021/7/4,2021/7/6,65
24679,2021/7/6 16:30,26380.5,-7996,4898.73,2021/7/4,2021/7/6,66
24682,2021/7/6 16:45,26536.2,-7996,4525.14,2021/7/4,2021/7/6,67
24685,2021/7/6 17:00,26727.6,-8136,4238.59,2021/7/4,2021/7/6,68
24688,2021/7/6 17:15,26967.4,-8265,3913.26,2021/7/4,2021/7/6,69
24691,2021/7/6 17:30,27150,-8393,3621.1,2021/7/4,2021/7/6,70
24694,2021/7/6 17:45,27296.4,-8431,3339.19,2021/7/4,2021/7/6,71
24697,2021/7/6 18:00,27382.4,-8431,3091.53,2021/7/4,2021/7/6,72
24700,2021/7/6 18:15,27485.5,-8431,2860.62,2021/7/4,2021/7/6,73
24703,2021/7/6 18:30,27561.2,-8431,2667.76,2021/7/4,2021/7/6,74
24706,2021/7/6 18:45,27583.1,-8431,2556.79,2021/7/4,2021/7/6,75
24709,2021/7/6 19:00,27629.7,-8431,2475.09,2021/7/4,2021/7/6,76
24712,2021/7/6 19:15,27666.9,-8431,2438.42,2021/7/4,2021/7/6,77
24715,2021/7/6 19:30,27796.1,-8431,2441.02,2021/7/4,2021/7/6,78
24718,2021/7/6 19:45,27832.5,-8431,2472.1,2021/7/4,2021/7/6,79
24721,2021/7/6 20:00,27926.9,-8431,2494.9,2021/7/4,2021/7/6,80
24724,2021/7/6 20:15,27976.9,-8431,2511.52,2021/7/4,2021/7/6,81
24727,2021/7/6 20:30,27822,-8431,2521.15,2021/7/4,2021/7/6,82
24730,2021/7/6 20:45,27613.8,-8431,2540.81,2021/7/4,2021/7/6,83
24733,2021/7/6 21:00,27411.4,-8204,2553.04,2021/7/4,2021/7/6,84
24736,2021/7/6 21:15,27210.6,-7976,2560.68,2021/7/4,2021/7/6,85
24739,2021/7/6 21:30,26863.4,-7747,2575.33,2021/7/4,2021/7/6,86
24742,2021/7/6 21:45,26523.4,-7107,2592.95,2021/7/4,2021/7/6,87
24745,2021/7/6 22:00,26132.8,-6467,2601.2,2021/7/4,2021/7/6,88
24748,2021/7/6 22:15,25747.4,-5832,2606.09,2021/7/4,2021/7/6,89
24751,2021/7/6 22:30,25476.4,-5602,2607.1,2021/7/4,2021/7/6,90
24754,2021/7/6 22:45,25102.8,-5374,2606.91,2021/7/4,2021/7/6,91
24757,2021/7/6 23:00,24864.3,-5374,2589.65,2021/7/4,2021/7/6,92
24760,2021/7/6 23:15,24650.8,-5374,2567.77,2021/7/4,2021/7/6,93
24763,2021/7/6 23:30,24385.7,-5374,2544.91,2021/7/4,2021/7/6,94
24766,2021/7/6 23:45,24148.9,-5374,2523.97,2021/7/4,2021/7/6,95
24769,2021/7/7 0:00,24087.1,-3982,2086.88,2021/7/5,2021/7/7,0
24772,2021/7/7 0:15,24057.6,-4213,2080.18,2021/7/5,2021/7/7,1
24775,2021/7/7 0:30,23849.1,-4444,2046.47,2021/7/5,2021/7/7,2
24778,2021/7/7 0:45,23794.3,-4674,2012.35,2021/7/5,2021/7/7,3
24781,2021/7/7 1:00,23498.3,-4674,1981.48,2021/7/5,2021/7/7,4
24784,2021/7/7 1:15,23309.2,-4674,1947.47,2021/7/5,2021/7/7,5
24787,2021/7/7 1:30,23090.3,-4674,1919.3,2021/7/5,2021/7/7,6
24790,2021/7/7 1:45,23086.3,-4674,1892.94,2021/7/5,2021/7/7,7
24793,2021/7/7 2:00,23096.6,-4674,1842.55,2021/7/5,2021/7/7,8
24796,2021/7/7 2:15,22869.9,-4674,1771.25,2021/7/5,2021/7/7,9
24799,2021/7/7 2:30,22917.1,-4674,1719.63,2021/7/5,2021/7/7,10
24802,2021/7/7 2:45,22795,-4674,1671.13,2021/7/5,2021/7/7,11
24805,2021/7/7 3:00,22754.6,-4674,1622.52,2021/7/5,2021/7/7,12
24808,2021/7/7 3:15,22804.7,-4674,1571.94,2021/7/5,2021/7/7,13
24811,2021/7/7 3:30,22734.7,-4674,1516.67,2021/7/5,2021/7/7,14
24814,2021/7/7 3:45,22670,-4674,1466.96,2021/7/5,2021/7/7,15
24817,2021/7/7 4:00,22518.8,-4674,1426.6,2021/7/5,2021/7/7,16
24820,2021/7/7 4:15,22656.7,-4674,1392.02,2021/7/5,2021/7/7,17
24823,2021/7/7 4:30,22714,-4674,1353.65,2021/7/5,2021/7/7,18
24826,2021/7/7 4:45,22585.6,-4914,1316.68,2021/7/5,2021/7/7,19
24829,2021/7/7 5:00,22809.8,-4840,1281.99,2021/7/5,2021/7/7,20
24832,2021/7/7 5:15,23187.1,-5081,1276.09,2021/7/5,2021/7/7,21
24835,2021/7/7 5:30,23418.6,-5081,1294.65,2021/7/5,2021/7/7,22
24838,2021/7/7 5:45,23627.9,-5352,1355.21,2021/7/5,2021/7/7,23
24841,2021/7/7 6:00,23990.6,-5623,1470.66,2021/7/5,2021/7/7,24
24844,2021/7/7 6:15,24295.6,-5895,1650.57,2021/7/5,2021/7/7,25
24847,2021/7/7 6:30,24567.5,-5895,1837.35,2021/7/5,2021/7/7,26
24850,2021/7/7 6:45,24648.6,-5895,2082.63,2021/7/5,2021/7/7,27
24853,2021/7/7 7:00,24579.3,-6123,2337.38,2021/7/5,2021/7/7,28
24856,2021/7/7 7:15,24516.7,-6353,2607.09,2021/7/5,2021/7/7,29
24859,2021/7/7 7:30,24290.3,-6581,2923.26,2021/7/5,2021/7/7,30
24862,2021/7/7 7:45,24145.2,-6814,3259.36,2021/7/5,2021/7/7,31
24865,2021/7/7 8:00,24070.1,-7236,3653.21,2021/7/5,2021/7/7,32
24868,2021/7/7 8:15,24164.7,-7565,3974.61,2021/7/5,2021/7/7,33
24871,2021/7/7 8:30,24201.9,-7893,4344.61,2021/7/5,2021/7/7,34
24874,2021/7/7 8:45,24357.8,-8370,4691.78,2021/7/5,2021/7/7,35
24877,2021/7/7 9:00,24480.7,-8370,5008.06,2021/7/5,2021/7/7,36
24880,2021/7/7 9:15,24654,-8370,5314.05,2021/7/5,2021/7/7,37
24883,2021/7/7 9:30,24859.6,-8370,5567.73,2021/7/5,2021/7/7,38
24886,2021/7/7 9:45,25062.4,-8370,5822.63,2021/7/5,2021/7/7,39
24889,2021/7/7 10:00,25297.6,-8370,6022,2021/7/5,2021/7/7,40
24892,2021/7/7 10:15,25505.8,-8370,6218.54,2021/7/5,2021/7/7,41
24895,2021/7/7 10:30,25715.7,-8370,6390.06,2021/7/5,2021/7/7,42
24898,2021/7/7 10:45,25892.4,-8062,6540.64,2021/7/5,2021/7/7,43
24901,2021/7/7 11:00,25976.8,-7791,6628.55,2021/7/5,2021/7/7,44
24904,2021/7/7 11:15,25995.3,-7205,6726.31,2021/7/5,2021/7/7,45
24907,2021/7/7 11:30,25993.4,-6926,6802.09,2021/7/5,2021/7/7,46
24910,2021/7/7 11:45,25918.6,-6686,6845.51,2021/7/5,2021/7/7,47
24913,2021/7/7 12:00,25773.7,-6686,6871.36,2021/7/5,2021/7/7,48
24916,2021/7/7 12:15,25648.3,-6686,6861.25,2021/7/5,2021/7/7,49
24919,2021/7/7 12:30,25536,-6686,6838.4,2021/7/5,2021/7/7,50
24922,2021/7/7 12:45,25388.2,-6994,6789.16,2021/7/5,2021/7/7,51
24925,2021/7/7 13:00,25211.1,-6988,6707.46,2021/7/5,2021/7/7,52
24928,2021/7/7 13:15,25044.7,-7296,6608.68,2021/7/5,2021/7/7,53
24931,2021/7/7 13:30,24948.5,-7296,6515.26,2021/7/5,2021/7/7,54
24934,2021/7/7 13:45,24917,-7296,6381.2,2021/7/5,2021/7/7,55
24937,2021/7/7 14:00,24917.2,-7296,6222.64,2021/7/5,2021/7/7,56
24940,2021/7/7 14:15,24926.4,-7296,6031.42,2021/7/5,2021/7/7,57
24943,2021/7/7 14:30,25048.4,-7296,5847.38,2021/7/5,2021/7/7,58
24946,2021/7/7 14:45,25192.4,-7296,5655.99,2021/7/5,2021/7/7,59
24949,2021/7/7 15:00,25332,-7296,5437.68,2021/7/5,2021/7/7,60
24952,2021/7/7 15:15,25493.8,-7296,5278.94,2021/7/5,2021/7/7,61
24955,2021/7/7 15:30,25720.2,-7296,5027.58,2021/7/5,2021/7/7,62
24958,2021/7/7 15:45,25952.2,-7296,4809.64,2021/7/5,2021/7/7,63
24961,2021/7/7 16:00,26235.8,-7296,4565.31,2021/7/5,2021/7/7,64
24964,2021/7/7 16:15,26406,-7296,4302.42,2021/7/5,2021/7/7,65
24967,2021/7/7 16:30,26630.5,-7296,4037.15,2021/7/5,2021/7/7,66
24970,2021/7/7 16:45,26786.2,-7296,3726.67,2021/7/5,2021/7/7,67
24973,2021/7/7 17:00,26977.6,-7436,3472.5,2021/7/5,2021/7/7,68
24976,2021/7/7 17:15,27217.4,-7565,3178.88,2021/7/5,2021/7/7,69
24979,2021/7/7 17:30,27400,-7693,2910.67,2021/7/5,2021/7/7,70
24982,2021/7/7 17:45,27546.4,-7731,2661.98,2021/7/5,2021/7/7,71
24985,2021/7/7 18:00,27632.4,-7731,2445.47,2021/7/5,2021/7/7,72
24988,2021/7/7 18:15,27735.5,-7731,2229.49,2021/7/5,2021/7/7,73
24991,2021/7/7 18:30,27811.2,-7731,2014.1,2021/7/5,2021/7/7,74
24994,2021/7/7 18:45,27833.1,-7731,1898.06,2021/7/5,2021/7/7,75
24997,2021/7/7 19:00,27879.7,-7731,1812.6,2021/7/5,2021/7/7,76
25000,2021/7/7 19:15,27916.9,-7731,1765.01,2021/7/5,2021/7/7,77
25003,2021/7/7 19:30,28046.1,-7731,1763.39,2021/7/5,2021/7/7,78
25006,2021/7/7 19:45,28082.5,-7731,1801.54,2021/7/5,2021/7/7,79
25009,2021/7/7 20:00,28176.9,-7731,1830.08,2021/7/5,2021/7/7,80
25012,2021/7/7 20:15,28226.9,-7731,1841.44,2021/7/5,2021/7/7,81
25015,2021/7/7 20:30,28072,-7731,1846.69,2021/7/5,2021/7/7,82
25018,2021/7/7 20:45,27863.8,-7731,1854.72,2021/7/5,2021/7/7,83
25021,2021/7/7 21:00,27661.4,-7504,1845.64,2021/7/5,2021/7/7,84
25024,2021/7/7 21:15,27460.6,-7276,1838.02,2021/7/5,2021/7/7,85
25027,2021/7/7 21:30,27113.4,-7047,1829.97,2021/7/5,2021/7/7,86
25030,2021/7/7 21:45,26773.4,-6407,1826.56,2021/7/5,2021/7/7,87
25033,2021/7/7 22:00,26382.8,-5767,1790.84,2021/7/5,2021/7/7,88
25036,2021/7/7 22:15,25997.4,-5132,1752.93,2021/7/5,2021/7/7,89
25039,2021/7/7 22:30,25726.4,-4902,1720.34,2021/7/5,2021/7/7,90
25042,2021/7/7 22:45,25352.8,-4674,1683.46,2021/7/5,2021/7/7,91
25045,2021/7/7 23:00,25114.3,-4674,1655.38,2021/7/5,2021/7/7,92
25048,2021/7/7 23:15,24900.8,-4674,1632.88,2021/7/5,2021/7/7,93
25051,2021/7/7 23:30,24635.7,-4674,1608.22,2021/7/5,2021/7/7,94
25054,2021/7/7 23:45,24398.9,-4674,1583.11,2021/7/5,2021/7/7,95
25057,2021/7/8 0:00,24102,-5241,1882.73,2021/7/6,2021/7/8,0
25060,2021/7/8 0:15,24045.3,-5241,1869.4,2021/7/6,2021/7/8,1
25063,2021/7/8 0:30,23960.2,-5241,1831.48,2021/7/6,2021/7/8,2
25066,2021/7/8 0:45,23790,-5241,1794.94,2021/7/6,2021/7/8,3
25069,2021/7/8 1:00,23648.2,-5241,1764.17,2021/7/6,2021/7/8,4
25072,2021/7/8 1:15,23421.3,-5241,1739.32,2021/7/6,2021/7/8,5
25075,2021/7/8 1:30,23222.8,-5241,1718.54,2021/7/6,2021/7/8,6
25078,2021/7/8 1:45,23052.6,-5241,1699.93,2021/7/6,2021/7/8,7
25081,2021/7/8 2:00,23052.6,-5241,1674.36,2021/7/6,2021/7/8,8
25084,2021/7/8 2:15,22967.5,-5241,1647.71,2021/7/6,2021/7/8,9
25087,2021/7/8 2:30,22825.7,-5241,1617.06,2021/7/6,2021/7/8,10
25090,2021/7/8 2:45,22797.3,-5241,1586.19,2021/7/6,2021/7/8,11
25093,2021/7/8 3:00,22797.3,-5241,1551.81,2021/7/6,2021/7/8,12
25096,2021/7/8 3:15,22769,-5241,1520.43,2021/7/6,2021/7/8,13
25099,2021/7/8 3:30,22740.6,-5241,1489.49,2021/7/6,2021/7/8,14
25102,2021/7/8 3:45,22712.3,-5241,1463.43,2021/7/6,2021/7/8,15
25105,2021/7/8 4:00,22797.3,-5241,1430.34,2021/7/6,2021/7/8,16
25108,2021/7/8 4:15,22825.7,-5241,1396.72,2021/7/6,2021/7/8,17
25111,2021/7/8 4:30,22939.2,-5241,1367.6,2021/7/6,2021/7/8,18
25114,2021/7/8 4:45,23081,-5508,1335.03,2021/7/6,2021/7/8,19
25117,2021/7/8 5:00,23307.9,-5461,1299.76,2021/7/6,2021/7/8,20
